loai_bds,tieu_de,gia,dien_tich,kich_thuoc,huong,so_tang,so_phong_ngu,so_wc,phap_ly,quan_huyen,dia_chi,nguon
Đất nền dự án,Lô đất nền suất nội bộ dự án Hưng Định City giá ưu đãi,"1,29 tỷ","92,5 m²",,,,,,,TX. An Nhơn,TX. An Nhơn (P. Bình Định mới),https://batdongsan.com.vn/ban-dat-nen-du-an-duong-ngo-gia-tu-phuong-binh-dinh-hung-dinh-city/6-lo-at-xuat-noi-bo-inh-uu-ai-pr45795803
Cần hộ chung cư,"Bán gấp CH 3PN, 2WC tại Phú Tài Residence, 2,65 tỷ, 96m2","2,65 tỷ",96 m²,96m2,,,3 PN,2 WC,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn mới),https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-duc-tho-phuong-hai-cang-phu-tai-residence/ban-gap-ch-3pn-2wc-tai-2-65-ty-96m2-pr45807330
Cần hộ chung cư,Căn 2PN view biển đẹp nhất toà The Sailing đang được mở bán - bàn giao 15/09/2026,"3,9 tỷ",66 m²,,,,2 PN,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn mới),https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-duan-phuong-ly-thuong-kiet-1-the-sailing-quy-nhon/sang-nhuong-lai-2pn-2wc-toa-b-view-bien-gia-re-hon-cdt-1-ty-pr41932481
Bán đất,Đất biển Bình Định 354m2 3mặt tiền đường. Giá ngộp chính chủ,"2,5 tỷ",354 m²,354m2,Đông,,,,,H. Phù Mỹ,H. Phù Mỹ (X. Phù Mỹ Đông mới),https://batdongsan.com.vn/ban-dat-duong-tinh-lo-639-xa-my-thang-1-150/at-bien-binh-inh-354m2-3mat-tien-uong-gia-ngop-chinh-chu-pr45772914
Cần hộ chung cư,Suất Đối Ngoại - 2PN - Cam Kết Rẻ Nhất Thị Trường và Bên Em Thuê Lại Vận Hành,Giá thỏa thuận,68 m²,,,,2 PN,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn mới),https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-le-loi-5-simona-heights/2-suat-oi-ngoai-2pn-gia-au-tu-cam-ket-re-nhat-thi-truong-va-ben-em-co-nhu-cau-thue-lai-pr45713845
Cần hộ chung cư,"Chính chủ cần tiền bán nhanh căn hộ biển tầng cao hướng Đông Nam, view biển cực đẹp, sở hữu lâu dài",Giá thỏa thuận,65 m²,,Đông,,,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn mới),https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-le-loi-5-simona-heights/chinh-chu-tien-ban-nhanh-bien-tang-cao-huong-ong-nam-view-bien-cuc-ep-so-huu-lau-dai-pr45783633
Bán đất,"Bán lô đất chính chủ tại khu phố 7, phường Tam Quan","2,9 tỷ","104,3 m²",,,,,,,TX. Hoài Nhơn,TX. Hoài Nhơn (P. Tam Quan mới),https://batdongsan.com.vn/ban-dat-duong-tran-phu-thi-tran-tam-quan-148/ban-lo-at-chinh-chu-tai-khu-pho-7-phuong-quan-pr45798175
Cần hộ chung cư,"Bán lỗ căn hộ FLC Sea Tower Quy Nhơn, giá lỗ (1 tỷ 290 triệu) - nhận tìm căn hộ FLC theo yêu cầu","1,29 tỷ",46 m²,,Nam,,,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn Nam mới),https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-an-duong-vuong-phuong-nguyen-van-cu-flc-seatower/ban-lo-sea-tower-1-pn-1-2-ty-2-pn-2-3-ty-3-pn-3-2-ty-view-bien-pr38997276
Cần hộ chung cư,"Bán căn hộ nhiều tiện ích tại Hoàng Văn Thụ, Quang Trung, Quy Nhơn, 1,5 tỷ, 45m2. LH: 0903 601 ***","1,5 tỷ",45 m²,45m2.,Nam,,,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn Nam mới),https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-hoang-van-thu-phuong-quang-trung-7-phu-tai-2-central-life/ban-nhieu-tien-ich-quy-nhon-1-5-ty-45m2-lh-pr42082099
Cần hộ chung cư,"Bán căn hộ chung cư The Sailing Quy Nhơn căn hộ 02 phòng ngủ, 2wc. Diện tích 67m2. Giá 2,3 tỉ","2,3 tỷ",67 m²,67m2.,Tây,,02 PN,2 WC,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn mới),https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-duan-phuong-ly-thuong-kiet-1-the-sailing-quy-nhon/ban-cc-view-truc-dien-bien-huong-ong-nam-02-phong-ngu-gia-2-58-ti-pr45183009
Cần hộ chung cư,SIÊU CHIẾT KHẤU 5%  NOXH SOLRISE NHƠN PHÚ 2 ĐANG GÂY SỐT!,884 triệu,58 m²,,Bắc,,1 PN,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn Bắc mới),https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tay-son-phuong-nhon-phu-1-solrise-nhon-phu/nha-o-xa-hoi-2-co-ngay-nha-rieng-tai-quy-khong-con-canh-thue-tro-pr45586378
Cần hộ chung cư,"Chỉ từ 1,63 tỷ|đa dạng căn hộ 1PN-2PN-3PN|full nội thất|sẵn sổ công chứng ngay|PhúTài Residence","1,63 tỷ","46,22 m²",,,,1 PN,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn mới),https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-duc-tho-phuong-hai-cang-phu-tai-residence/ban-1pn-tai-1-63-ty-46-22-m2-chinh-chu-uy-tin-pr45671056
Cần hộ chung cư,Bán căn hộ Ecolife NHÀ MỚI - Căn 1PN-2PN-3PN giá TỐT,"1,23 tỷ",60 m²,,Đông,,1 PN,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn Đông mới),https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dien-bien-phu-phuong-nhon-binh-ecolife-riverside/ban-1pn-2pn-3pn-gia-ban-lo-pr38587060
Nhà mặt phố,"Bán nhà mặt phố 2 mặt tiền đường Lê Hồng Phong, Quy Nhơn, Bình Định, 23 tỷ, 155m2. LH: 0903 601 ***",23 tỷ,155 m²,155m2.,,,,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn mới),https://batdongsan.com.vn/ban-nha-mat-pho-duong-le-hong-phong-phuong-le-hong-phong-155/ban-2-tien-quy-nhon-binh-dinh-23-ty-150m2-lh-pr44420298
Cần hộ chung cư,Căn 1PN giá tốt nhất The Sailing đang mở bán - tầng cao - view đẹp - giá tốt,Giá thỏa thuận,50 m²,,,,1 PN,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn mới),https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-duan-phuong-ly-thuong-kiet-1-the-sailing-quy-nhon/1pn-gia-tot-nhat-dang-mo-ban-tang-cao-view-dep-pr44155762
Cần hộ chung cư,"Cắt lỗ đậm sâu - Còn một căn 2PN full nội thất đẹp, giá tốt nhất thị trường chỉ 1 tỷ 850 tr","1,85 tỷ",61 m²,,,,2 PN,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn mới),https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-hung-dao-phuong-hai-cang-altara-residences/cat-lo-am-sau-con-mot-2pn-full-noi-that-ep-gia-tot-nhat-thi-truong-chi-1-ty-850-pr45150853
Đất nền dự án,"Mở bán dự án Phúc Gia Tân ngay trung tâm thị trấn Bồng Sơn. Giá gốc từ CĐT, sồng hồng từ lô",Giá thỏa thuận,100 m²,,Nam,,,,,TX. Hoài Nhơn,TX. Hoài Nhơn (P. Hoài Nhơn Nam mới),https://batdongsan.com.vn/ban-dat-nen-du-an-xa-hoai-tan-phuc-gia-tan/mo-ban-ngay-trung-tam-thi-tran-bong-son-goc-tu-cdt-thuan-tien-o-va-dau-tu-pr43178569
Nhà mặt phố,"Bán nhà 2 mê xây ở kiên cố mặt tiền Hà Thanh Phường Quy Nhơn, 93m² ngang 4,7m, giá chỉ 4 tỷ xyz","4,65 tỷ",93 m²,"Ngang 4,7m",,,,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn mới),https://batdongsan.com.vn/ban-nha-mat-pho-phuong-dong-da/ban-2-me-xay-o-kien-co-tien-ha-thanh-quy-nhon-93m-ngang4-7m-gia-chi-4ty-xyz-pr44060724
Đất nền dự án,Chủ gửi bán nền đất B1 An Phú Thịnh giá mềm nhất thị trường 27tr/m2,"2,7 tỷ",100 m²,,Đông,,,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn Đông mới),https://batdongsan.com.vn/ban-dat-nen-du-an-duong-huynh-tan-phat-phuong-nhon-binh-khu-do-thi-an-phu-thinh/chu-gui-ban-b1-gia-mem-nhat-truong-pr44622890
Bán đất,"Lô góc D2 và N4 xã Cát Hưng, giá thỏa thuận, 137.5m2",Giá thỏa thuận,"137,5 m²",137.5m2,,,,,,H. Phù Cát,H. Phù Cát (X. Ngô Mây mới),https://batdongsan.com.vn/ban-dat-duong-quoc-lo-19b-xa-cat-hung-149/goc-d2-va-n4-gia-thoa-thuan-137-5m2-pr45691946
Shophouse,2 Mặt tiền Phú Gia Royal Park Quy Nhơn tháng 8 nhận nhà sổ đỏ lâu dài CK 10% tặng tiền mặt đến 1tỷ,"7,29 tỷ",85 m²,,Nam,,,,Sổ đỏ,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn Nam mới),https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-tay-son-phuong-quang-trung-7-phu-gia-royal-park/2-mat-tien-quy-nhon-thang-8-nhan-so-o-lau-dai-ck-10-tang-tien-mat-en-1-ty-pr45793336
Bán đất,Bán lô đất đẹp gara quyền đường Trạng Quỳnh - bên cạnh dự án đô thị Phú Gia Royal Park,"4,3 tỷ",90 m²,,Nam,,,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn Nam mới),https://batdongsan.com.vn/ban-dat-duong-trang-quynh-phuong-quang-trung-7-155/ban-lo-dep-gara-quyen-ben-canh-du-an-do-thi-phu-gia-royal-park-pr44231238
Bán đất,"Chính chủ cần bán lô 80m2, thuộc khu du lịch sinh thái Nhơn Hội, Quy Nhơn","1,75 tỷ",80 m²,"80m2,",,,,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn mới),https://batdongsan.com.vn/ban-dat-xa-nhon-hoi-1/chinh-chu-can-ban-lo-80m2-thuoc-khu-du-lich-sinh-thai-quy-nhon-pr45182460
Cần hộ chung cư,"Sót lại căn hộ Altara view biển tầng cao giá chỉ 1,550 tỷ","1,55 tỷ","·45,1 m²",,,,,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn mới),https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-hung-dao-phuong-hai-cang-altara-residences/sot-lai-view-bien-tang-cao-gia-chi-1ty550-pr44810110
Cần hộ chung cư,"2PN , 2WC - 75m2 - Tầng 2x - A15 (Toà A view TRỰC diện Quảng Trường ) căn hộ The Sailing Quy Nhơn","3,9 tỷ",75 m²,75m2,,,2 PN,2 WC,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn mới),https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-duan-phuong-ly-thuong-kiet-1-the-sailing-quy-nhon/2pn-2wc-75m2-tang-2x-a15-toa-a-view-truc-dien-quang-truong-nhon-pr45753785
Đất nền dự án,Bán gấp đất nền nền ngay trung tâm VSIP Bình Định ( Đã có sổ ký chuyển nhượng ngay),"1,15 tỷ",200 m²,,,,,,,H. Vân Canh,H. Vân Canh (X. Canh Vinh mới),https://batdongsan.com.vn/ban-dat-nen-du-an-duong-quoc-lo-19c-xa-canh-vinh-becamex-vsip-binh-dinh/ban-gap-at-nen-ngay-trung-tam-inh-a-co-so-ky-chuyen-nhuong-ngay-pr45330370
Nhà riêng,"Bán Nhà 3,5 Mê xây Ở Kiên Cố gần FLC Tower Biển Quy Nhơn, GIÁ CHỈ 3 Tê xxz, Phường Nguyễn Văn Cừ","3,65 tỷ",44 m²,,Nam,,,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn Nam mới),https://batdongsan.com.vn/ban-nha-rieng-phuong-nguyen-van-cu/ban-3-5-me-xay-o-kien-co-gan-flc-tower-bien-quy-nhon-gia-chi-3-te-xxz-cu-pr45692725
Bán đất,"Hạ giá bán đất biển Nhơn Lý - Quy Nhơn, cách biển 50m, giá chỉ 20trđ/m2. Liên hệ 0935 739 ***","2,1 tỷ","105,5 m²",,Đông,,,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn Đông mới),https://batdongsan.com.vn/ban-dat-xa-nhon-ly/ban-dau-gia-cach-bien-50m-gia-chi-22trd-m2-lien-he-pr40347351
Bán đất,"Bán đất đường nhựa 7m5 hạ tầng đẹp ngay tại Bồng Sơn, khu kinh doanh sầm uất","1,2 tỷ",65 m²,7m5,,,,,,TX. Hoài Nhơn,TX. Hoài Nhơn (P. Bồng Sơn mới),https://batdongsan.com.vn/ban-dat-duong-quang-trung-thi-tran-bong-son-148/ban-nhua-7m5-ha-tang-dep-ngay-khu-kinh-doanh-sam-uat-pr43580950
Cần hộ chung cư,HOT HOT HOT Hé Lộ Quỹ Căn Đầu Tư Siêu Hời Tại The Sailing Quy Nhơn,"2,5 tỷ",47 m²,,,36 tầng,,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn mới),https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-duan-phuong-ly-thuong-kiet-1-the-sailing-quy-nhon/hot-hot-hot-he-lo-au-tu-sieu-hoi-tai-nhon-pr45747171
Bán đất,"Cần bán lô đất 97,9 m2 tại thôn Vân Hội 2, thị trấn Diêu Trì, Tuy Phước, Bình Định","1,45 tỷ","97,9 m²","97,9 m2",,,,,,H. Tuy Phước,H. Tuy Phước (X. Tuy Phước mới),https://batdongsan.com.vn/ban-dat-thi-tran-dieu-tri-1/can-ban-lo-97-9-m2-tai-thon-van-hoi-2-tuy-phuoc-binh-dinh-pr44540159
Cần hộ chung cư,Trả trước từ 128 triệu sở hữu ngay căn hộ 2PN - 47m2 | Ngân hàng chính sách hỗ trợ vay 5.4%/ năm,635 triệu,47 m²,47m2,Bắc,,2 PN,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn Bắc mới),https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tran-quang-dieu-iec-residences-quy-nhon/chi-650-trieu-2-phong-ngu-dien-tich-47m2-1wc-residence-nhon-pr44020841
Đất nền dự án,"Bán đất biệt thự mini Nhơn Hội giá chỉ 12,5tr/m2. DT 132m2, mặt tiền rộng 8m. LH 0935 739 ***","1,65 tỷ",132 m²,"132m2, m",Đông,,,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn Đông mới),https://batdongsan.com.vn/ban-dat-nen-du-an-duong-so-19b-1-xa-nhon-ly-khu-do-thi-moi-nhon-hoi-new-city/ban-phan-5-phan-8-gia-chi-10trd-m2-lien-he-pr40252007
Cần hộ chung cư,"Bán căn hộ cao cấp Phú Tài Residence giá rẻ nhất, loại căn hộ 2 phòng ngủ: Giá chỉ 1 tỉ 950 triệu","1,95 tỷ",·66 m²,,,,2 PN,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn mới),https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-duc-tho-phuong-hai-cang-phu-tai-residence/ban-cac-cao-cap-gia-re-nhat-loai-1pn-2pn-3pn-sdt-lien-he-pr44956821
Cần hộ chung cư,"Căn hộ 2PN Altara Quy Nhơn - giá chỉ từ 1,8 tỷ","1,8 tỷ",65 m²,,,,2 PN,2 WC,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn mới),https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-hung-dao-phuong-hai-cang-altara-residences/2pn-quy-nhon-gia-chi-tu-1-8-ty-pr45754439
Đất nền dự án,"Đầu tư đất nền Cát Tiến cách biển 700m, cách sân bay Phù Cát 10 phút đi xe. Liên hệ 0903 601 ***",2 tỷ,100 m²,,,,,,,H. Phù Cát,H. Phù Cát (X. Cát Tiến mới),https://batdongsan.com.vn/ban-dat-nen-du-an-xa-cat-tien-central-avenue-quy-nhon/dau-tu-cach-bien-700m-cach-san-bay-phu-10-phut-di-xe-lien-he-pr40655940
Cần hộ chung cư,"2PN giá 2,4 tỷ Siêu rẻ Simona Heights cách biển 200m sổ hồng lâu dài - miễn phí QL 3 năm 0332 428 ***","2,4 tỷ",65 m²,,,,2 PN,,Sổ hồng,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn mới),https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-le-loi-5-simona-heights/2pn-cuoi-cung-view-bien-sieu-ep-tang-full-noi-that-giam-ngay-250-trieu-pr45319671
Nhà mặt phố,"Nhà Bán Bán Nhà 2 Tầng Mặt Tiền Trần Hưng Đạo Gần Biển Hải Cảng Quy Nhơn, DT 62m2, nội thất","5,3 tỷ",62 m²,"62m2,",,2 Tầng,,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn mới),https://batdongsan.com.vn/ban-nha-mat-pho-phuong-hai-cang/ban-ban-2-tang-tien-tran-hung-ao-gan-bien-quy-nhon-dt-62m2-noi-that-pr45798104
Shophouse,Shophouse Solera Quy Nhơn mở bán giai đoạn 2 giỏ hàng view vòng xoay Hùng Vương,"6,7 tỷ",100 m²,,Bắc,,,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn Bắc mới),https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-tran-quang-dieu-solera-quy-nhon/mo-ban-giai-oan-2-gio-hang-view-vong-xoay-hung-vuong-pr45598457
Cần hộ chung cư,"Chuyển nhượng căn 2PN Phú Tài view biển Quy Nhơn giá 2,1 tỷ. Nhà mới, đầy đủ nội thất","2,1 tỷ",65 m²,,,,2 PN,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn mới),https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-duc-tho-phuong-hai-cang-phu-tai-residence/tong-hop-gio-hang-chuyen-nhuong-gia-re-nhat-pr38303955
Cần hộ chung cư,"The Sailing Quy Nhơn căn 1PN view biển, vị trí trung tâm",3 tỷ,47 m²,,,,1 PN,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn mới),https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-duan-phuong-ly-thuong-kiet-1-the-sailing-quy-nhon/1pn-view-bien-vi-tri-trung-tam-pr45731917
Bán đất,5 lý do nên mua đất VSIP Bình Định tại địa ốc Phúc Thịnh,Giá thỏa thuận,150 m²,,,,,,,H. Vân Canh,H. Vân Canh (X. Canh Vinh mới),https://batdongsan.com.vn/ban-dat-xa-canh-vinh/phap-ly-vsip-binh-dinh-co-dang-tin-cay-co-nen-dau-tu-ngay-luc-nay-pr42969419
Nhà mặt phố,BÁN NHÀ MẶT TIỀN NGUYỄN KHUYẾN QUY NHƠN,"4,5 tỷ",54 m²,,,,,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn mới),https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-khuyen-phuong-dong-da-155/ban-tien-quy-nhon-pr45708003
Cần hộ chung cư,Căn hộ hạng sang Simona Heights 2PN tặng full nội thất 5 sao - miễn phí quản lý 3 năm kể cả gym bơi,"2,7 tỷ",69 m²,,,,2 PN,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn mới),https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-hung-dao-phuong-le-loi-5-simona-heights/hang-sang-2pn-tang-full-noi-that-5-sao-mien-phi-quan-ly-3-nam-ke-ca-gym-boi-pr45299862
Bán đất,View biển Mỹ An trên đồi biển Thôn Xuân Thạnh Phù Mỹ Bình Định Gia Lai,"4,9 tỷ",360 m²,,Đông,,,,,H. Phù Mỹ,H. Phù Mỹ (X. Phù Mỹ Đông mới),https://batdongsan.com.vn/ban-dat-xa-my-an-5/view-bien-tren-doi-bien-thon-xuan-thanh-phu-binh-dinh-gia-lai-pr44308178
Nhà mặt phố,"Bán Nhà Mặt Tiền cách Biển Quy Nhơn chỉ 650m, gần Khu Du Lịch Hàn Mặc Tử Ghềnh Ráng 78m2, 4tyxx","4,65 tỷ",78 m²,"78m2,",Nam,,,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn Nam mới),https://batdongsan.com.vn/ban-nha-mat-pho-phuong-ghenh-rang/ban-2-tang-tien-cach-bien-quy-nhon-chi-650m-gan-khu-du-lich-han-mac-tu-cho-80m2-pr45092584
Nhà mặt phố,"Bán nhà mặt tiền view công viên Hà Thanh 1, Đống Đa Phường Quy Nhơn, 80m2, chỉ, 4tỷ3xxtr","4,35 tỷ",80 m²,"80m2,",,,,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn mới),https://batdongsan.com.vn/ban-nha-mat-pho-phuong-dong-da/ban-tien-view-cong-vien-ha-thanh-1-quy-nhon-80m2-chi-4ty3xx-pr42801263
Cần hộ chung cư,BÁN CĂN HỘ 2PN VIEW BIỂN PHÚ TÀI RESIDENCES - 65m2 2PN 2.35 TỶ - Full Nội Thất,"2,35 tỷ",65 m²,65m2,,,2 PN,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn mới),https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-duc-tho-phuong-hai-cang-phu-tai-residence/ban-2pn-view-bien-residences-65m2-2pn-2-35-ty-full-noi-that-pr45807490
Cần hộ chung cư,"BÁN căn hộ 2PN view biển, trung tâm thành phố - Tặng full nội thất gỗ cao cấp - HTLS 12 tháng 0%","2,3 tỷ",66 m²,,Nam,,2 PN,2 WC,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn Nam mới),https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-hoang-van-thu-phuong-quang-trung-7-phu-tai-2-central-life/ban-2pn-view-bien-tam-thanh-pho-tang-full-noi-that-go-cao-cap-htls-12-thang-0-pr45269654
Đất nền dự án,Bán đất biệt thự Đại Phú Gia Quy Nhơn - Khu đô thị đẳng cấp thượng lưu giá cắt lỗ,"2,4 tỷ",63 m²,,Đông,,,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn Đông mới),https://batdongsan.com.vn/ban-dat-nen-du-an-duong-vo-nguyen-giap-phuong-nhon-binh-khu-biet-thu-dai-phu-gia/ban-quy-do-thi-dang-cap-thuong-luu-cat-lo-pr40126640
Đất nền dự án,Bán đất chính chủ tại khu đô thị mới Cẩm Văn,Giá thỏa thuận,125 m²,,Đông,,,,,TX. An Nhơn,TX. An Nhơn (P. An Nhơn Đông mới),https://batdongsan.com.vn/ban-dat-nen-du-an-duong-quoc-lo-1a-phuong-nhon-hung-1-khu-do-thi-moi-cam-van/ban-at-chinh-chu-tai-o-van-pr45747483
Cần hộ chung cư,"Căn 2PN 3,4 tỷ giá rẻ nhất độc quyền view biển The Sailing","3,4 tỷ",65 m²,,,,2 PN,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn mới),https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-duan-phuong-ly-thuong-kiet-1-the-sailing-quy-nhon/gio-hang-chuyen-nhuong-gia-re-nhat-doc-quyen-view-bien-sailing-pr40166850
Cần hộ chung cư,"Bán căn hộ 37m2 tại chung cư Hoàng Văn Thụ Quy Nhơn, giá tốt 750 triệu VND",750 triệu,37 m²,37m2,Nam,,,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn Nam mới),https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xuan-thuy-phuong-quang-trung-7-chung-cu-hoang-van-thu-quy-nhon/ban-57m2-tai-gia-tot-900-trieu-vnd-pr45552143
Shophouse,Căn góc 216m2 ngay mặt tiền Long Vân - Cơ hội vàng cho nhà đầu tư tại TP biển Quy Nhơn,Giá thỏa thuận,216 m²,216m2,Bắc,,,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn Bắc mới),https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-long-van-long-my-phuong-tran-quang-dieu-solera-quy-nhon/ban-can-goc-216m2-ngay-mat-tien-co-hoi-vang-cho-dau-tu-tai-tp-bien-nhon-pr43228192
Bán đất,"Bán đất mặt tiền khu QHDC Gara Quyền Quy Nhơn Nam, 100m ngang 5m lộ giới 13m, giá 4 tỷ",4 tỷ,100 m²,Ngang 5m,Nam,,,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn Nam mới),https://batdongsan.com.vn/ban-dat-phuong-quang-trung-7/ban-nha-at-mat-tien-khu-qhdc-gara-quyen-quy-nhon-nam-100m-ngang5m-lo-gioi-13m-gia-4-te-pr45692922
Cần hộ chung cư,"Bán Căn hộ Ecolife Riverside, chiết khấu 5%, miễn phí quản lý năm đầu, Sổ sẵn, hổ trợ Bank","1,35 tỷ",60 m²,,Đông,,,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn Đông mới),https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dien-bien-phu-phuong-nhon-binh-ecolife-riverside/ban-binh-pr44266975
Cần hộ chung cư,"Giảm 200 - 300 triệu căn hộ Phú Tài Residence view biển giá 1,99 tỷ (Căn 2PN)","1,99 tỷ",65 m²,,,,2 PN,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn mới),https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-duc-tho-phuong-hai-cang-phu-tai-residence/giam-200-300-trieu-view-bien-gia-tu-1-4t-1-9-t-2-7-ty-1pn-3pn-pr43741834
Cần hộ chung cư,Cập nhật GIỎ HÀNG MỚI NHẤT - Ecolife QN giá rẻ nhất,"1,25 tỷ",60 m²,,Đông,,,,,TP. Quy Nhơn,TP. Quy Nhơn (P. Quy Nhơn Đông mới),https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dien-bien-phu-phuong-nhon-binh-ecolife-riverside/cap-nhat-moi-nhat-sang-nhuong-gia-690-trieu-1pn-990-trieu-2pn-pr39236376
Bán đất,"Đất biển Đề Gi, Diện tích 203m2 ngang 10m thuận lợi xây khách sạn, giá 1,4 tỷ bao rẻ nhất.","1,35 tỷ",203 m²,203m2,,,,,,H. Phù Cát,H. Phù Cát (X. Đề Gi mới),https://batdongsan.com.vn/ban-dat-duong-tinh-lo-639-xa-cat-khanh-1-149/ban-at-khu-dan-cu-ngai-an-view-bien-e-gi-dien-tich-203m2-ngang-10m-thuan-loi-xay-khach-san-pr45265185
Đất nền dự án,Cắt lỗ lô đất mặt tiền đường Lê Lai khu đô thị Cẩm Văn Nhơn Hưng An Nhơn,3 tỷ,125 m²,,Đông,,,,,TX. An Nhơn,TX. An Nhơn (P. An Nhơn Đông mới),https://batdongsan.com.vn/ban-dat-nen-du-an-duong-quoc-lo-1a-phuong-nhon-hung-1-khu-do-thi-moi-cam-van/cat-lo-at-mat-tien-uong-le-lai-o-nhon-pr45637957
